stage,epoch,epochs,step,iters,global_step,loss,logits_loss,aux_loss,lr,source_log
sft,1,2,7850,56608,7850,1.6852,1.6852,0.0,9.89e-06,experiments/logs/full_sft_mini.log
sft,1,2,7900,56608,7900,1.6066,1.6066,0.0,9.89e-06,experiments/logs/full_sft_mini.log
sft,1,2,7950,56608,7950,1.7807,1.7807,0.0,9.89e-06,experiments/logs/full_sft_mini.log
sft,1,2,8000,56608,8000,1.5964,1.5964,0.0,9.89e-06,experiments/logs/full_sft_mini.log
sft,1,2,8050,56608,8050,1.6294,1.6294,0.0,9.89e-06,experiments/logs/full_sft_mini.log
sft,1,2,8100,56608,8100,1.5873,1.5873,0.0,9.89e-06,experiments/logs/full_sft_mini.log
sft,1,2,8150,56608,8150,1.9144,1.9144,0.0,9.89e-06,experiments/logs/full_sft_mini.log
sft,1,2,8200,56608,8200,1.7866,1.7866,0.0,9.88e-06,experiments/logs/full_sft_mini.log
sft,1,2,8250,56608,8250,1.864,1.864,0.0,9.88e-06,experiments/logs/full_sft_mini.log
sft,1,2,8300,56608,8300,1.7619,1.7619,0.0,9.88e-06,experiments/logs/full_sft_mini.log
sft,1,2,8350,56608,8350,1.6596,1.6596,0.0,9.88e-06,experiments/logs/full_sft_mini.log
sft,1,2,8400,56608,8400,1.5768,1.5768,0.0,9.88e-06,experiments/logs/full_sft_mini.log
sft,1,2,8450,56608,8450,1.8003,1.8003,0.0,9.88e-06,experiments/logs/full_sft_mini.log
sft,1,2,8500,56608,8500,1.5938,1.5938,0.0,9.88e-06,experiments/logs/full_sft_mini.log
sft,1,2,8550,56608,8550,2.0709,2.0709,0.0,9.87e-06,experiments/logs/full_sft_mini.log
sft,1,2,8600,56608,8600,1.3653,1.3653,0.0,9.87e-06,experiments/logs/full_sft_mini.log
sft,1,2,8650,56608,8650,1.5416,1.5416,0.0,9.87e-06,experiments/logs/full_sft_mini.log
sft,1,2,8700,56608,8700,1.511,1.511,0.0,9.87e-06,experiments/logs/full_sft_mini.log
sft,1,2,8750,56608,8750,1.6648,1.6648,0.0,9.87e-06,experiments/logs/full_sft_mini.log
sft,1,2,8800,56608,8800,1.4881,1.4881,0.0,9.87e-06,experiments/logs/full_sft_mini.log
sft,1,2,8850,56608,8850,1.9564,1.9564,0.0,9.86e-06,experiments/logs/full_sft_mini.log
sft,1,2,8900,56608,8900,1.8084,1.8084,0.0,9.86e-06,experiments/logs/full_sft_mini.log
sft,1,2,8950,56608,8950,1.645,1.645,0.0,9.86e-06,experiments/logs/full_sft_mini.log
sft,1,2,9000,56608,9000,1.8519,1.8519,0.0,9.86e-06,experiments/logs/full_sft_mini.log
sft,1,2,9050,56608,9050,1.5507,1.5507,0.0,9.86e-06,experiments/logs/full_sft_mini.log
sft,1,2,9100,56608,9100,1.8604,1.8604,0.0,9.86e-06,experiments/logs/full_sft_mini.log
sft,1,2,9150,56608,9150,1.5392,1.5392,0.0,9.86e-06,experiments/logs/full_sft_mini.log
sft,1,2,9200,56608,9200,1.5709,1.5709,0.0,9.85e-06,experiments/logs/full_sft_mini.log
sft,1,2,9250,56608,9250,1.776,1.776,0.0,9.85e-06,experiments/logs/full_sft_mini.log
sft,1,2,9300,56608,9300,1.6859,1.6859,0.0,9.85e-06,experiments/logs/full_sft_mini.log
sft,1,2,9350,56608,9350,1.5885,1.5885,0.0,9.85e-06,experiments/logs/full_sft_mini.log
sft,1,2,9400,56608,9400,1.3483,1.3483,0.0,9.85e-06,experiments/logs/full_sft_mini.log
sft,1,2,9450,56608,9450,1.6024,1.6024,0.0,9.85e-06,experiments/logs/full_sft_mini.log
sft,1,2,9500,56608,9500,1.9567,1.9567,0.0,9.84e-06,experiments/logs/full_sft_mini.log
sft,1,2,9550,56608,9550,1.6284,1.6284,0.0,9.84e-06,experiments/logs/full_sft_mini.log
sft,1,2,9600,56608,9600,1.7106,1.7106,0.0,9.84e-06,experiments/logs/full_sft_mini.log
sft,1,2,9650,56608,9650,1.6149,1.6149,0.0,9.84e-06,experiments/logs/full_sft_mini.log
sft,1,2,9700,56608,9700,1.7343,1.7343,0.0,9.84e-06,experiments/logs/full_sft_mini.log
sft,1,2,9750,56608,9750,1.6345,1.6345,0.0,9.84e-06,experiments/logs/full_sft_mini.log
sft,1,2,9800,56608,9800,1.5962,1.5962,0.0,9.83e-06,experiments/logs/full_sft_mini.log
sft,1,2,9850,56608,9850,1.8241,1.8241,0.0,9.83e-06,experiments/logs/full_sft_mini.log
sft,1,2,9900,56608,9900,1.6166,1.6166,0.0,9.83e-06,experiments/logs/full_sft_mini.log
sft,1,2,9950,56608,9950,1.7664,1.7664,0.0,9.83e-06,experiments/logs/full_sft_mini.log
sft,1,2,10000,56608,10000,1.6384,1.6384,0.0,9.83e-06,experiments/logs/full_sft_mini.log
sft,1,2,10050,56608,10050,2.0572,2.0572,0.0,9.83e-06,experiments/logs/full_sft_mini.log
sft,1,2,10100,56608,10100,1.6822,1.6822,0.0,9.82e-06,experiments/logs/full_sft_mini.log
sft,1,2,10150,56608,10150,1.9633,1.9633,0.0,9.82e-06,experiments/logs/full_sft_mini.log
sft,1,2,10200,56608,10200,1.8261,1.8261,0.0,9.82e-06,experiments/logs/full_sft_mini.log
sft,1,2,10250,56608,10250,1.6144,1.6144,0.0,9.82e-06,experiments/logs/full_sft_mini.log
sft,1,2,10300,56608,10300,1.1576,1.1576,0.0,9.82e-06,experiments/logs/full_sft_mini.log
sft,1,2,10350,56608,10350,1.5451,1.5451,0.0,9.82e-06,experiments/logs/full_sft_mini.log
sft,1,2,10400,56608,10400,1.696,1.696,0.0,9.81e-06,experiments/logs/full_sft_mini.log
sft,1,2,10450,56608,10450,2.0641,2.0641,0.0,9.81e-06,experiments/logs/full_sft_mini.log
sft,1,2,10500,56608,10500,1.9338,1.9338,0.0,9.81e-06,experiments/logs/full_sft_mini.log
sft,1,2,10550,56608,10550,1.5814,1.5814,0.0,9.81e-06,experiments/logs/full_sft_mini.log
sft,1,2,10600,56608,10600,1.6153,1.6153,0.0,9.81e-06,experiments/logs/full_sft_mini.log
sft,1,2,10650,56608,10650,1.7242,1.7242,0.0,9.8e-06,experiments/logs/full_sft_mini.log
sft,1,2,10700,56608,10700,1.8499,1.8499,0.0,9.8e-06,experiments/logs/full_sft_mini.log
sft,1,2,10750,56608,10750,1.7531,1.7531,0.0,9.8e-06,experiments/logs/full_sft_mini.log
sft,1,2,10800,56608,10800,1.9579,1.9579,0.0,9.8e-06,experiments/logs/full_sft_mini.log
sft,1,2,10850,56608,10850,1.9817,1.9817,0.0,9.8e-06,experiments/logs/full_sft_mini.log
sft,1,2,10900,56608,10900,1.5765,1.5765,0.0,9.8e-06,experiments/logs/full_sft_mini.log
sft,1,2,10950,56608,10950,2.0046,2.0046,0.0,9.79e-06,experiments/logs/full_sft_mini.log
sft,1,2,11000,56608,11000,1.6433,1.6433,0.0,9.79e-06,experiments/logs/full_sft_mini.log
sft,1,2,11050,56608,11050,1.731,1.731,0.0,9.79e-06,experiments/logs/full_sft_mini.log
sft,1,2,11100,56608,11100,1.46,1.46,0.0,9.79e-06,experiments/logs/full_sft_mini.log
sft,1,2,11150,56608,11150,1.9561,1.9561,0.0,9.79e-06,experiments/logs/full_sft_mini.log
sft,1,2,11200,56608,11200,2.0365,2.0365,0.0,9.78e-06,experiments/logs/full_sft_mini.log
sft,1,2,11250,56608,11250,1.4441,1.4441,0.0,9.78e-06,experiments/logs/full_sft_mini.log
sft,1,2,11300,56608,11300,1.6569,1.6569,0.0,9.78e-06,experiments/logs/full_sft_mini.log
sft,1,2,11350,56608,11350,2.0386,2.0386,0.0,9.78e-06,experiments/logs/full_sft_mini.log
sft,1,2,11400,56608,11400,1.7027,1.7027,0.0,9.78e-06,experiments/logs/full_sft_mini.log
