stage,epoch,epochs,step,iters,global_step,loss,logits_loss,aux_loss,lr,source_log
pretrain,1,2,12350,39695,12350,2.1825,2.1825,0.0,0.00047366,experiments/logs/pretrain_mini.log
pretrain,1,2,12400,39695,12400,2.404,2.404,0.0,0.00047345,experiments/logs/pretrain_mini.log
pretrain,1,2,12450,39695,12450,2.3582,2.3582,0.0,0.00047324,experiments/logs/pretrain_mini.log
pretrain,1,2,12500,39695,12500,2.0395,2.0395,0.0,0.00047303,experiments/logs/pretrain_mini.log
pretrain,1,2,12550,39695,12550,2.5406,2.5406,0.0,0.00047282,experiments/logs/pretrain_mini.log
pretrain,1,2,12600,39695,12600,2.2843,2.2843,0.0,0.00047261,experiments/logs/pretrain_mini.log
pretrain,1,2,12650,39695,12650,2.322,2.322,0.0,0.00047239,experiments/logs/pretrain_mini.log
pretrain,1,2,12700,39695,12700,2.9564,2.9564,0.0,0.00047218,experiments/logs/pretrain_mini.log
pretrain,1,2,12750,39695,12750,2.2454,2.2454,0.0,0.00047196,experiments/logs/pretrain_mini.log
pretrain,1,2,12800,39695,12800,2.0039,2.0039,0.0,0.00047175,experiments/logs/pretrain_mini.log
pretrain,1,2,12850,39695,12850,2.5825,2.5825,0.0,0.00047153,experiments/logs/pretrain_mini.log
pretrain,1,2,12900,39695,12900,2.3245,2.3245,0.0,0.00047132,experiments/logs/pretrain_mini.log
pretrain,1,2,12950,39695,12950,2.7497,2.7497,0.0,0.0004711,experiments/logs/pretrain_mini.log
pretrain,1,2,13000,39695,13000,2.1156,2.1156,0.0,0.00047088,experiments/logs/pretrain_mini.log
pretrain,1,2,13050,39695,13050,2.4862,2.4862,0.0,0.00047066,experiments/logs/pretrain_mini.log
pretrain,1,2,13100,39695,13100,2.1848,2.1848,0.0,0.00047044,experiments/logs/pretrain_mini.log
pretrain,1,2,13150,39695,13150,2.3357,2.3357,0.0,0.00047022,experiments/logs/pretrain_mini.log
pretrain,1,2,13200,39695,13200,3.0726,3.0726,0.0,0.00047,experiments/logs/pretrain_mini.log
pretrain,1,2,13250,39695,13250,2.3973,2.3973,0.0,0.00046977,experiments/logs/pretrain_mini.log
pretrain,1,2,13300,39695,13300,2.6814,2.6814,0.0,0.00046955,experiments/logs/pretrain_mini.log
pretrain,1,2,13350,39695,13350,2.6471,2.6471,0.0,0.00046933,experiments/logs/pretrain_mini.log
pretrain,1,2,13400,39695,13400,2.0768,2.0768,0.0,0.0004691,experiments/logs/pretrain_mini.log
pretrain,1,2,13450,39695,13450,2.1839,2.1839,0.0,0.00046888,experiments/logs/pretrain_mini.log
pretrain,1,2,13500,39695,13500,1.9757,1.9757,0.0,0.00046865,experiments/logs/pretrain_mini.log
pretrain,1,2,13550,39695,13550,2.4394,2.4394,0.0,0.00046842,experiments/logs/pretrain_mini.log
pretrain,1,2,13600,39695,13600,2.509,2.509,0.0,0.0004682,experiments/logs/pretrain_mini.log
pretrain,1,2,13650,39695,13650,2.2298,2.2298,0.0,0.00046797,experiments/logs/pretrain_mini.log
pretrain,1,2,13700,39695,13700,2.3387,2.3387,0.0,0.00046774,experiments/logs/pretrain_mini.log
pretrain,1,2,13750,39695,13750,2.2568,2.2568,0.0,0.00046751,experiments/logs/pretrain_mini.log
pretrain,1,2,13800,39695,13800,1.9231,1.9231,0.0,0.00046728,experiments/logs/pretrain_mini.log
pretrain,1,2,13850,39695,13850,2.7049,2.7049,0.0,0.00046704,experiments/logs/pretrain_mini.log
pretrain,1,2,13900,39695,13900,2.1704,2.1704,0.0,0.00046681,experiments/logs/pretrain_mini.log
pretrain,1,2,13950,39695,13950,2.4419,2.4419,0.0,0.00046658,experiments/logs/pretrain_mini.log
pretrain,1,2,14000,39695,14000,2.4179,2.4179,0.0,0.00046635,experiments/logs/pretrain_mini.log
pretrain,1,2,14050,39695,14050,2.8438,2.8438,0.0,0.00046611,experiments/logs/pretrain_mini.log
pretrain,1,2,14100,39695,14100,2.2675,2.2675,0.0,0.00046588,experiments/logs/pretrain_mini.log
pretrain,1,2,14150,39695,14150,2.2003,2.2003,0.0,0.00046564,experiments/logs/pretrain_mini.log
pretrain,1,2,14200,39695,14200,2.7161,2.7161,0.0,0.0004654,experiments/logs/pretrain_mini.log
pretrain,1,2,14250,39695,14250,2.2113,2.2113,0.0,0.00046517,experiments/logs/pretrain_mini.log
pretrain,1,2,14300,39695,14300,2.546,2.546,0.0,0.00046493,experiments/logs/pretrain_mini.log
pretrain,1,2,14350,39695,14350,2.1798,2.1798,0.0,0.00046469,experiments/logs/pretrain_mini.log
pretrain,1,2,14400,39695,14400,2.3683,2.3683,0.0,0.00046445,experiments/logs/pretrain_mini.log
pretrain,1,2,14450,39695,14450,2.316,2.316,0.0,0.00046421,experiments/logs/pretrain_mini.log
pretrain,1,2,14500,39695,14500,2.3932,2.3932,0.0,0.00046397,experiments/logs/pretrain_mini.log
pretrain,1,2,14550,39695,14550,2.4955,2.4955,0.0,0.00046372,experiments/logs/pretrain_mini.log
pretrain,1,2,14600,39695,14600,2.7,2.7,0.0,0.00046348,experiments/logs/pretrain_mini.log
pretrain,1,2,14650,39695,14650,2.2379,2.2379,0.0,0.00046324,experiments/logs/pretrain_mini.log
pretrain,1,2,14700,39695,14700,2.2748,2.2748,0.0,0.00046299,experiments/logs/pretrain_mini.log
pretrain,1,2,14750,39695,14750,2.2658,2.2658,0.0,0.00046275,experiments/logs/pretrain_mini.log
pretrain,1,2,14800,39695,14800,2.5733,2.5733,0.0,0.0004625,experiments/logs/pretrain_mini.log
pretrain,1,2,14850,39695,14850,2.1003,2.1003,0.0,0.00046226,experiments/logs/pretrain_mini.log
pretrain,1,2,14900,39695,14900,2.149,2.149,0.0,0.00046201,experiments/logs/pretrain_mini.log
pretrain,1,2,14950,39695,14950,2.0619,2.0619,0.0,0.00046176,experiments/logs/pretrain_mini.log
pretrain,1,2,15000,39695,15000,2.4247,2.4247,0.0,0.00046151,experiments/logs/pretrain_mini.log
pretrain,1,2,15050,39695,15050,2.031,2.031,0.0,0.00046126,experiments/logs/pretrain_mini.log
pretrain,1,2,15100,39695,15100,2.421,2.421,0.0,0.00046101,experiments/logs/pretrain_mini.log
pretrain,1,2,15150,39695,15150,2.6935,2.6935,0.0,0.00046076,experiments/logs/pretrain_mini.log
pretrain,1,2,15200,39695,15200,2.921,2.921,0.0,0.00046051,experiments/logs/pretrain_mini.log
pretrain,1,2,15250,39695,15250,2.3478,2.3478,0.0,0.00046026,experiments/logs/pretrain_mini.log
pretrain,1,2,15300,39695,15300,2.0391,2.0391,0.0,0.00046001,experiments/logs/pretrain_mini.log
pretrain,1,2,15350,39695,15350,2.7468,2.7468,0.0,0.00045975,experiments/logs/pretrain_mini.log
pretrain,1,2,15400,39695,15400,2.2949,2.2949,0.0,0.0004595,experiments/logs/pretrain_mini.log
pretrain,1,2,15450,39695,15450,2.4806,2.4806,0.0,0.00045924,experiments/logs/pretrain_mini.log
pretrain,1,2,15500,39695,15500,2.5255,2.5255,0.0,0.00045899,experiments/logs/pretrain_mini.log
pretrain,1,2,15550,39695,15550,2.3203,2.3203,0.0,0.00045873,experiments/logs/pretrain_mini.log
pretrain,1,2,15600,39695,15600,2.0812,2.0812,0.0,0.00045847,experiments/logs/pretrain_mini.log
pretrain,1,2,15650,39695,15650,2.3288,2.3288,0.0,0.00045821,experiments/logs/pretrain_mini.log
pretrain,1,2,15700,39695,15700,2.9882,2.9882,0.0,0.00045796,experiments/logs/pretrain_mini.log
pretrain,1,2,15750,39695,15750,2.204,2.204,0.0,0.0004577,experiments/logs/pretrain_mini.log
pretrain,1,2,15800,39695,15800,2.0948,2.0948,0.0,0.00045744,experiments/logs/pretrain_mini.log
pretrain,1,2,15850,39695,15850,2.2492,2.2492,0.0,0.00045718,experiments/logs/pretrain_mini.log
pretrain,1,2,15900,39695,15900,2.5258,2.5258,0.0,0.00045691,experiments/logs/pretrain_mini.log
pretrain,1,2,15950,39695,15950,2.2833,2.2833,0.0,0.00045665,experiments/logs/pretrain_mini.log
pretrain,1,2,16000,39695,16000,2.5659,2.5659,0.0,0.00045639,experiments/logs/pretrain_mini.log
pretrain,1,2,16050,39695,16050,2.5203,2.5203,0.0,0.00045612,experiments/logs/pretrain_mini.log
pretrain,1,2,16100,39695,16100,2.4848,2.4848,0.0,0.00045586,experiments/logs/pretrain_mini.log
pretrain,1,2,16150,39695,16150,2.5682,2.5682,0.0,0.00045559,experiments/logs/pretrain_mini.log
pretrain,1,2,16200,39695,16200,2.1783,2.1783,0.0,0.00045533,experiments/logs/pretrain_mini.log
pretrain,1,2,16250,39695,16250,2.2125,2.2125,0.0,0.00045506,experiments/logs/pretrain_mini.log
pretrain,1,2,16300,39695,16300,2.0579,2.0579,0.0,0.0004548,experiments/logs/pretrain_mini.log
pretrain,1,2,16350,39695,16350,3.2698,3.2698,0.0,0.00045453,experiments/logs/pretrain_mini.log
pretrain,1,2,16400,39695,16400,2.3483,2.3483,0.0,0.00045426,experiments/logs/pretrain_mini.log
pretrain,1,2,16450,39695,16450,2.4508,2.4508,0.0,0.00045399,experiments/logs/pretrain_mini.log
pretrain,1,2,16500,39695,16500,2.1427,2.1427,0.0,0.00045372,experiments/logs/pretrain_mini.log
pretrain,1,2,16550,39695,16550,2.7896,2.7896,0.0,0.00045345,experiments/logs/pretrain_mini.log
pretrain,1,2,16600,39695,16600,2.5425,2.5425,0.0,0.00045318,experiments/logs/pretrain_mini.log
pretrain,1,2,16650,39695,16650,2.1044,2.1044,0.0,0.0004529,experiments/logs/pretrain_mini.log
pretrain,1,2,16700,39695,16700,2.2832,2.2832,0.0,0.00045263,experiments/logs/pretrain_mini.log
pretrain,1,2,16750,39695,16750,2.3584,2.3584,0.0,0.00045236,experiments/logs/pretrain_mini.log
pretrain,1,2,16800,39695,16800,2.0503,2.0503,0.0,0.00045208,experiments/logs/pretrain_mini.log
pretrain,1,2,16850,39695,16850,2.2041,2.2041,0.0,0.00045181,experiments/logs/pretrain_mini.log
pretrain,1,2,16900,39695,16900,2.2457,2.2457,0.0,0.00045153,experiments/logs/pretrain_mini.log
pretrain,1,2,16950,39695,16950,2.0737,2.0737,0.0,0.00045126,experiments/logs/pretrain_mini.log
pretrain,1,2,17000,39695,17000,2.1201,2.1201,0.0,0.00045098,experiments/logs/pretrain_mini.log
pretrain,1,2,17050,39695,17050,2.4263,2.4263,0.0,0.0004507,experiments/logs/pretrain_mini.log
pretrain,1,2,17100,39695,17100,2.3743,2.3743,0.0,0.00045042,experiments/logs/pretrain_mini.log
pretrain,1,2,17150,39695,17150,2.4162,2.4162,0.0,0.00045014,experiments/logs/pretrain_mini.log
pretrain,1,2,17200,39695,17200,2.1111,2.1111,0.0,0.00044986,experiments/logs/pretrain_mini.log
pretrain,1,2,17250,39695,17250,2.2185,2.2185,0.0,0.00044958,experiments/logs/pretrain_mini.log
pretrain,1,2,17300,39695,17300,2.2882,2.2882,0.0,0.0004493,experiments/logs/pretrain_mini.log
pretrain,1,2,17350,39695,17350,1.9809,1.9809,0.0,0.00044902,experiments/logs/pretrain_mini.log
pretrain,1,2,17400,39695,17400,2.6302,2.6302,0.0,0.00044874,experiments/logs/pretrain_mini.log
pretrain,1,2,17450,39695,17450,1.8906,1.8906,0.0,0.00044846,experiments/logs/pretrain_mini.log
pretrain,1,2,17500,39695,17500,2.1544,2.1544,0.0,0.00044817,experiments/logs/pretrain_mini.log
pretrain,1,2,17550,39695,17550,2.5021,2.5021,0.0,0.00044789,experiments/logs/pretrain_mini.log
pretrain,1,2,17600,39695,17600,2.2602,2.2602,0.0,0.0004476,experiments/logs/pretrain_mini.log
pretrain,1,2,17650,39695,17650,2.0599,2.0599,0.0,0.00044732,experiments/logs/pretrain_mini.log
pretrain,1,2,17700,39695,17700,2.0883,2.0883,0.0,0.00044703,experiments/logs/pretrain_mini.log
pretrain,1,2,17750,39695,17750,2.4603,2.4603,0.0,0.00044674,experiments/logs/pretrain_mini.log
pretrain,1,2,17800,39695,17800,2.3657,2.3657,0.0,0.00044645,experiments/logs/pretrain_mini.log
pretrain,1,2,17850,39695,17850,2.307,2.307,0.0,0.00044617,experiments/logs/pretrain_mini.log
pretrain,1,2,17900,39695,17900,2.0651,2.0651,0.0,0.00044588,experiments/logs/pretrain_mini.log
pretrain,1,2,17950,39695,17950,2.1243,2.1243,0.0,0.00044559,experiments/logs/pretrain_mini.log
pretrain,1,2,18000,39695,18000,2.351,2.351,0.0,0.0004453,experiments/logs/pretrain_mini.log
pretrain,1,2,18050,39695,18050,2.0718,2.0718,0.0,0.000445,experiments/logs/pretrain_mini.log
pretrain,1,2,18100,39695,18100,2.6556,2.6556,0.0,0.00044471,experiments/logs/pretrain_mini.log
pretrain,1,2,18150,39695,18150,2.2643,2.2643,0.0,0.00044442,experiments/logs/pretrain_mini.log
pretrain,1,2,18200,39695,18200,2.0747,2.0747,0.0,0.00044413,experiments/logs/pretrain_mini.log
pretrain,1,2,18250,39695,18250,2.4207,2.4207,0.0,0.00044383,experiments/logs/pretrain_mini.log
pretrain,1,2,18300,39695,18300,2.2135,2.2135,0.0,0.00044354,experiments/logs/pretrain_mini.log
pretrain,1,2,18350,39695,18350,2.3201,2.3201,0.0,0.00044324,experiments/logs/pretrain_mini.log
pretrain,1,2,18400,39695,18400,2.1488,2.1488,0.0,0.00044295,experiments/logs/pretrain_mini.log
pretrain,1,2,18450,39695,18450,2.4326,2.4326,0.0,0.00044265,experiments/logs/pretrain_mini.log
pretrain,1,2,18500,39695,18500,2.1403,2.1403,0.0,0.00044235,experiments/logs/pretrain_mini.log
pretrain,1,2,18550,39695,18550,2.0683,2.0683,0.0,0.00044205,experiments/logs/pretrain_mini.log
pretrain,1,2,18600,39695,18600,2.0974,2.0974,0.0,0.00044176,experiments/logs/pretrain_mini.log
pretrain,1,2,18650,39695,18650,2.1841,2.1841,0.0,0.00044146,experiments/logs/pretrain_mini.log
pretrain,1,2,18700,39695,18700,2.2524,2.2524,0.0,0.00044116,experiments/logs/pretrain_mini.log
pretrain,1,2,18750,39695,18750,2.2298,2.2298,0.0,0.00044086,experiments/logs/pretrain_mini.log
pretrain,1,2,18800,39695,18800,2.2591,2.2591,0.0,0.00044056,experiments/logs/pretrain_mini.log
pretrain,1,2,18850,39695,18850,2.1065,2.1065,0.0,0.00044025,experiments/logs/pretrain_mini.log
pretrain,1,2,18900,39695,18900,2.328,2.328,0.0,0.00043995,experiments/logs/pretrain_mini.log
pretrain,1,2,18950,39695,18950,1.7975,1.7975,0.0,0.00043965,experiments/logs/pretrain_mini.log
pretrain,1,2,19000,39695,19000,1.9334,1.9334,0.0,0.00043934,experiments/logs/pretrain_mini.log
pretrain,1,2,19050,39695,19050,2.378,2.378,0.0,0.00043904,experiments/logs/pretrain_mini.log
pretrain,1,2,19100,39695,19100,1.8953,1.8953,0.0,0.00043873,experiments/logs/pretrain_mini.log
pretrain,1,2,19150,39695,19150,1.9275,1.9275,0.0,0.00043843,experiments/logs/pretrain_mini.log
pretrain,1,2,19200,39695,19200,2.43,2.43,0.0,0.00043812,experiments/logs/pretrain_mini.log
pretrain,1,2,19250,39695,19250,2.0572,2.0572,0.0,0.00043782,experiments/logs/pretrain_mini.log
pretrain,1,2,19300,39695,19300,2.274,2.274,0.0,0.00043751,experiments/logs/pretrain_mini.log
pretrain,1,2,19350,39695,19350,2.0974,2.0974,0.0,0.0004372,experiments/logs/pretrain_mini.log
pretrain,1,2,19400,39695,19400,2.9134,2.9134,0.0,0.00043689,experiments/logs/pretrain_mini.log
pretrain,1,2,19450,39695,19450,1.9908,1.9908,0.0,0.00043658,experiments/logs/pretrain_mini.log
pretrain,1,2,19500,39695,19500,2.63,2.63,0.0,0.00043627,experiments/logs/pretrain_mini.log
pretrain,1,2,19550,39695,19550,1.9229,1.9229,0.0,0.00043596,experiments/logs/pretrain_mini.log
pretrain,1,2,19600,39695,19600,2.2991,2.2991,0.0,0.00043565,experiments/logs/pretrain_mini.log
pretrain,1,2,19650,39695,19650,2.3945,2.3945,0.0,0.00043534,experiments/logs/pretrain_mini.log
pretrain,1,2,19700,39695,19700,1.9542,1.9542,0.0,0.00043502,experiments/logs/pretrain_mini.log
pretrain,1,2,19750,39695,19750,2.1436,2.1436,0.0,0.00043471,experiments/logs/pretrain_mini.log
pretrain,1,2,19800,39695,19800,1.9931,1.9931,0.0,0.0004344,experiments/logs/pretrain_mini.log
pretrain,1,2,19850,39695,19850,2.3181,2.3181,0.0,0.00043408,experiments/logs/pretrain_mini.log
pretrain,1,2,19900,39695,19900,2.4546,2.4546,0.0,0.00043377,experiments/logs/pretrain_mini.log
pretrain,1,2,19950,39695,19950,2.0476,2.0476,0.0,0.00043345,experiments/logs/pretrain_mini.log
pretrain,1,2,20000,39695,20000,1.8902,1.8902,0.0,0.00043314,experiments/logs/pretrain_mini.log
pretrain,1,2,20050,39695,20050,2.4489,2.4489,0.0,0.00043282,experiments/logs/pretrain_mini.log
pretrain,1,2,20100,39695,20100,2.455,2.455,0.0,0.0004325,experiments/logs/pretrain_mini.log
pretrain,1,2,20150,39695,20150,2.1032,2.1032,0.0,0.00043218,experiments/logs/pretrain_mini.log
pretrain,1,2,20200,39695,20200,2.1573,2.1573,0.0,0.00043186,experiments/logs/pretrain_mini.log
pretrain,1,2,20250,39695,20250,2.1884,2.1884,0.0,0.00043154,experiments/logs/pretrain_mini.log
pretrain,1,2,20300,39695,20300,2.0099,2.0099,0.0,0.00043122,experiments/logs/pretrain_mini.log
pretrain,1,2,20350,39695,20350,2.3062,2.3062,0.0,0.0004309,experiments/logs/pretrain_mini.log
pretrain,1,2,20400,39695,20400,2.177,2.177,0.0,0.00043058,experiments/logs/pretrain_mini.log
pretrain,1,2,20450,39695,20450,2.2721,2.2721,0.0,0.00043026,experiments/logs/pretrain_mini.log
pretrain,1,2,20500,39695,20500,2.6439,2.6439,0.0,0.00042994,experiments/logs/pretrain_mini.log
pretrain,1,2,20550,39695,20550,2.2357,2.2357,0.0,0.00042962,experiments/logs/pretrain_mini.log
pretrain,1,2,20600,39695,20600,2.0004,2.0004,0.0,0.00042929,experiments/logs/pretrain_mini.log
pretrain,1,2,20650,39695,20650,2.595,2.595,0.0,0.00042897,experiments/logs/pretrain_mini.log
pretrain,1,2,20700,39695,20700,2.1045,2.1045,0.0,0.00042864,experiments/logs/pretrain_mini.log
pretrain,1,2,20750,39695,20750,2.4333,2.4333,0.0,0.00042832,experiments/logs/pretrain_mini.log
pretrain,1,2,20800,39695,20800,2.4479,2.4479,0.0,0.00042799,experiments/logs/pretrain_mini.log
pretrain,1,2,20850,39695,20850,2.0772,2.0772,0.0,0.00042766,experiments/logs/pretrain_mini.log
pretrain,1,2,20900,39695,20900,2.4818,2.4818,0.0,0.00042734,experiments/logs/pretrain_mini.log
pretrain,1,2,20950,39695,20950,2.4339,2.4339,0.0,0.00042701,experiments/logs/pretrain_mini.log
pretrain,1,2,21000,39695,21000,2.2934,2.2934,0.0,0.00042668,experiments/logs/pretrain_mini.log
pretrain,1,2,21050,39695,21050,2.2025,2.2025,0.0,0.00042635,experiments/logs/pretrain_mini.log
pretrain,1,2,21100,39695,21100,2.084,2.084,0.0,0.00042602,experiments/logs/pretrain_mini.log
pretrain,1,2,21150,39695,21150,2.1735,2.1735,0.0,0.00042569,experiments/logs/pretrain_mini.log
pretrain,1,2,21200,39695,21200,2.1876,2.1876,0.0,0.00042536,experiments/logs/pretrain_mini.log
pretrain,1,2,21250,39695,21250,2.0726,2.0726,0.0,0.00042503,experiments/logs/pretrain_mini.log
pretrain,1,2,21300,39695,21300,2.1888,2.1888,0.0,0.0004247,experiments/logs/pretrain_mini.log
pretrain,1,2,21350,39695,21350,1.9941,1.9941,0.0,0.00042436,experiments/logs/pretrain_mini.log
pretrain,1,2,21400,39695,21400,2.2293,2.2293,0.0,0.00042403,experiments/logs/pretrain_mini.log
pretrain,1,2,21450,39695,21450,2.4305,2.4305,0.0,0.0004237,experiments/logs/pretrain_mini.log
pretrain,1,2,21500,39695,21500,2.4349,2.4349,0.0,0.00042336,experiments/logs/pretrain_mini.log
pretrain,1,2,21550,39695,21550,1.8595,1.8595,0.0,0.00042303,experiments/logs/pretrain_mini.log
pretrain,1,2,21600,39695,21600,2.4711,2.4711,0.0,0.00042269,experiments/logs/pretrain_mini.log
pretrain,1,2,21650,39695,21650,2.3772,2.3772,0.0,0.00042236,experiments/logs/pretrain_mini.log
pretrain,1,2,21700,39695,21700,1.9211,1.9211,0.0,0.00042202,experiments/logs/pretrain_mini.log
pretrain,1,2,21750,39695,21750,2.3878,2.3878,0.0,0.00042168,experiments/logs/pretrain_mini.log
pretrain,1,2,21800,39695,21800,2.2477,2.2477,0.0,0.00042134,experiments/logs/pretrain_mini.log
pretrain,1,2,21850,39695,21850,2.3139,2.3139,0.0,0.00042101,experiments/logs/pretrain_mini.log
pretrain,1,2,21900,39695,21900,2.1416,2.1416,0.0,0.00042067,experiments/logs/pretrain_mini.log
pretrain,1,2,21950,39695,21950,2.3795,2.3795,0.0,0.00042033,experiments/logs/pretrain_mini.log
pretrain,1,2,22000,39695,22000,2.4948,2.4948,0.0,0.00041999,experiments/logs/pretrain_mini.log
pretrain,1,2,22050,39695,22050,2.3872,2.3872,0.0,0.00041965,experiments/logs/pretrain_mini.log
pretrain,1,2,22100,39695,22100,1.9722,1.9722,0.0,0.0004193,experiments/logs/pretrain_mini.log
pretrain,1,2,22150,39695,22150,2.2312,2.2312,0.0,0.00041896,experiments/logs/pretrain_mini.log
pretrain,1,2,22200,39695,22200,1.9654,1.9654,0.0,0.00041862,experiments/logs/pretrain_mini.log
pretrain,1,2,22250,39695,22250,1.9759,1.9759,0.0,0.00041828,experiments/logs/pretrain_mini.log
pretrain,1,2,22300,39695,22300,1.9045,1.9045,0.0,0.00041793,experiments/logs/pretrain_mini.log
pretrain,1,2,22350,39695,22350,2.1543,2.1543,0.0,0.00041759,experiments/logs/pretrain_mini.log
pretrain,1,2,22400,39695,22400,2.5703,2.5703,0.0,0.00041725,experiments/logs/pretrain_mini.log
pretrain,1,2,22450,39695,22450,2.1905,2.1905,0.0,0.0004169,experiments/logs/pretrain_mini.log
pretrain,1,2,22500,39695,22500,2.1443,2.1443,0.0,0.00041655,experiments/logs/pretrain_mini.log
pretrain,1,2,22550,39695,22550,2.5215,2.5215,0.0,0.00041621,experiments/logs/pretrain_mini.log
pretrain,1,2,22600,39695,22600,2.1518,2.1518,0.0,0.00041586,experiments/logs/pretrain_mini.log
pretrain,1,2,22650,39695,22650,2.0372,2.0372,0.0,0.00041551,experiments/logs/pretrain_mini.log
pretrain,1,2,22700,39695,22700,2.1866,2.1866,0.0,0.00041517,experiments/logs/pretrain_mini.log
pretrain,1,2,22750,39695,22750,2.2512,2.2512,0.0,0.00041482,experiments/logs/pretrain_mini.log
pretrain,1,2,22800,39695,22800,2.1394,2.1394,0.0,0.00041447,experiments/logs/pretrain_mini.log
pretrain,1,2,22850,39695,22850,2.0874,2.0874,0.0,0.00041412,experiments/logs/pretrain_mini.log
pretrain,1,2,22900,39695,22900,1.8699,1.8699,0.0,0.00041377,experiments/logs/pretrain_mini.log
pretrain,1,2,22950,39695,22950,2.4764,2.4764,0.0,0.00041342,experiments/logs/pretrain_mini.log
pretrain,1,2,23000,39695,23000,2.1717,2.1717,0.0,0.00041307,experiments/logs/pretrain_mini.log
pretrain,1,2,23050,39695,23050,1.9475,1.9475,0.0,0.00041271,experiments/logs/pretrain_mini.log
pretrain,1,2,23100,39695,23100,1.9542,1.9542,0.0,0.00041236,experiments/logs/pretrain_mini.log
pretrain,1,2,23150,39695,23150,2.0668,2.0668,0.0,0.00041201,experiments/logs/pretrain_mini.log
pretrain,1,2,23200,39695,23200,2.328,2.328,0.0,0.00041166,experiments/logs/pretrain_mini.log
pretrain,1,2,23250,39695,23250,2.4103,2.4103,0.0,0.0004113,experiments/logs/pretrain_mini.log
pretrain,1,2,23300,39695,23300,2.1813,2.1813,0.0,0.00041095,experiments/logs/pretrain_mini.log
pretrain,1,2,23350,39695,23350,2.4293,2.4293,0.0,0.00041059,experiments/logs/pretrain_mini.log
pretrain,1,2,23400,39695,23400,2.1725,2.1725,0.0,0.00041024,experiments/logs/pretrain_mini.log
pretrain,1,2,23450,39695,23450,2.1474,2.1474,0.0,0.00040988,experiments/logs/pretrain_mini.log
pretrain,1,2,23500,39695,23500,2.4634,2.4634,0.0,0.00040952,experiments/logs/pretrain_mini.log
pretrain,1,2,23550,39695,23550,2.0591,2.0591,0.0,0.00040917,experiments/logs/pretrain_mini.log
pretrain,1,2,23600,39695,23600,2.0431,2.0431,0.0,0.00040881,experiments/logs/pretrain_mini.log
pretrain,1,2,23650,39695,23650,2.3035,2.3035,0.0,0.00040845,experiments/logs/pretrain_mini.log
pretrain,1,2,23700,39695,23700,2.4619,2.4619,0.0,0.00040809,experiments/logs/pretrain_mini.log
pretrain,1,2,23750,39695,23750,2.5729,2.5729,0.0,0.00040773,experiments/logs/pretrain_mini.log
pretrain,1,2,23800,39695,23800,2.3972,2.3972,0.0,0.00040737,experiments/logs/pretrain_mini.log
pretrain,1,2,23850,39695,23850,2.1636,2.1636,0.0,0.00040701,experiments/logs/pretrain_mini.log
pretrain,1,2,23900,39695,23900,2.3398,2.3398,0.0,0.00040665,experiments/logs/pretrain_mini.log
pretrain,1,2,23950,39695,23950,2.3381,2.3381,0.0,0.00040629,experiments/logs/pretrain_mini.log
pretrain,1,2,24000,39695,24000,1.9534,1.9534,0.0,0.00040593,experiments/logs/pretrain_mini.log
pretrain,1,2,24050,39695,24050,2.142,2.142,0.0,0.00040557,experiments/logs/pretrain_mini.log
pretrain,1,2,24100,39695,24100,2.3077,2.3077,0.0,0.0004052,experiments/logs/pretrain_mini.log
pretrain,1,2,24150,39695,24150,2.4988,2.4988,0.0,0.00040484,experiments/logs/pretrain_mini.log
pretrain,1,2,24200,39695,24200,2.2129,2.2129,0.0,0.00040448,experiments/logs/pretrain_mini.log
pretrain,1,2,24250,39695,24250,2.3075,2.3075,0.0,0.00040411,experiments/logs/pretrain_mini.log
pretrain,1,2,24300,39695,24300,1.886,1.886,0.0,0.00040375,experiments/logs/pretrain_mini.log
pretrain,1,2,24350,39695,24350,2.0135,2.0135,0.0,0.00040338,experiments/logs/pretrain_mini.log
pretrain,1,2,24400,39695,24400,1.9448,1.9448,0.0,0.00040302,experiments/logs/pretrain_mini.log
pretrain,1,2,24450,39695,24450,2.2646,2.2646,0.0,0.00040265,experiments/logs/pretrain_mini.log
pretrain,1,2,24500,39695,24500,2.6083,2.6083,0.0,0.00040228,experiments/logs/pretrain_mini.log
pretrain,1,2,24550,39695,24550,2.1429,2.1429,0.0,0.00040192,experiments/logs/pretrain_mini.log
pretrain,1,2,24600,39695,24600,1.9858,1.9858,0.0,0.00040155,experiments/logs/pretrain_mini.log
pretrain,1,2,24650,39695,24650,2.3278,2.3278,0.0,0.00040118,experiments/logs/pretrain_mini.log
pretrain,1,2,24700,39695,24700,2.1461,2.1461,0.0,0.00040081,experiments/logs/pretrain_mini.log
pretrain,1,2,24750,39695,24750,2.2485,2.2485,0.0,0.00040044,experiments/logs/pretrain_mini.log
pretrain,1,2,24800,39695,24800,2.1426,2.1426,0.0,0.00040007,experiments/logs/pretrain_mini.log
pretrain,1,2,24850,39695,24850,1.9434,1.9434,0.0,0.0003997,experiments/logs/pretrain_mini.log
pretrain,1,2,24900,39695,24900,2.2119,2.2119,0.0,0.00039933,experiments/logs/pretrain_mini.log
pretrain,1,2,24950,39695,24950,1.9971,1.9971,0.0,0.00039896,experiments/logs/pretrain_mini.log
pretrain,1,2,25000,39695,25000,2.3352,2.3352,0.0,0.00039859,experiments/logs/pretrain_mini.log
